"GEO.id - Chicago city, 2010",GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,
Id,Id,Id2,Geography,Estimate, Total:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more"
0800000US170311400014000070400,1400000US17031070400,17031070400,"Census Tract 704, Cook County, Illinois",610,0,22,5,0,0,0,0,0,17,41,26,9,88,38,78,286,
0800000US170311400014000070500,1400000US17031070500,17031070500,"Census Tract 705, Cook County, Illinois",506,0,0,0,0,0,20,14,7,0,7,22,0,33,0,59,344,
0800000US170311400014000070600,1400000US17031070600,17031070600,"Census Tract 706, Cook County, Illinois",596,0,0,0,0,0,0,8,0,0,46,9,31,100,23,121,258,
0800000US170311400014000070700,1400000US17031070700,17031070700,"Census Tract 707, Cook County, Illinois",720,45,0,0,0,0,11,0,23,6,9,0,45,83,110,96,292,
0800000US170311400014000071000,1400000US17031071000,17031071000,"Census Tract 710, Cook County, Illinois",265,6,0,0,0,10,0,0,0,12,0,26,18,4,23,24,142,
0800000US170311400014000071100,1400000US17031071100,17031071100,"Census Tract 711, Cook County, Illinois",411,0,0,0,0,0,0,0,0,0,41,6,14,49,27,46,228,
0800000US170311400014000071200,1400000US17031071200,17031071200,"Census Tract 712, Cook County, Illinois",296,15,10,0,0,0,8,8,0,0,0,21,68,17,23,10,116,
0800000US170311400014000071300,1400000US17031071300,17031071300,"Census Tract 713, Cook County, Illinois",600,0,39,0,14,7,0,0,8,10,0,25,10,97,27,142,221,
0800000US170311400014000071400,1400000US17031071400,17031071400,"Census Tract 714, Cook County, Illinois",756,0,0,60,13,27,37,0,16,0,11,104,29,121,68,98,172,
0800000US170311400014000071500,1400000US17031071500,17031071500,"Census Tract 715, Cook County, Illinois",765,16,27,12,0,0,0,10,12,0,67,44,140,102,67,74,194,
0800000US170311400014000071600,1400000US17031071600,17031071600,"Census Tract 716, Cook County, Illinois",359,19,0,5,39,0,14,0,0,0,4,0,36,29,10,11,192,
0800000US170311400014000071700,1400000US17031071700,17031071700,"Census Tract 717, Cook County, Illinois",409,24,0,9,10,13,25,4,0,7,0,22,18,54,0,41,182,
0800000US170311400014000071800,1400000US17031071800,17031071800,"Census Tract 718, Cook County, Illinois",619,7,0,0,8,0,51,0,0,12,0,9,23,32,123,113,241,
0800000US170311400014000080100,1400000US17031080100,17031080100,"Census Tract 801, Cook County, Illinois",1392,0,0,28,0,45,55,0,0,0,72,14,38,194,31,173,742,
0800000US170311400014000080201,1400000US17031080201,17031080201,"Census Tract 802.01, Cook County, Illinois",541,0,0,0,0,38,23,0,13,11,0,63,31,48,0,119,195,
0800000US170311400014000080202,1400000US17031080202,17031080202,"Census Tract 802.02, Cook County, Illinois",712,0,0,0,0,31,0,0,16,0,27,20,110,40,46,145,277,
0800000US170311400014000080300,1400000US17031080300,17031080300,"Census Tract 803, Cook County, Illinois",723,23,0,0,50,0,0,10,0,0,43,40,71,124,0,74,288,
0800000US170311400014000080400,1400000US17031080400,17031080400,"Census Tract 804, Cook County, Illinois",778,396,37,44,11,0,25,0,0,5,14,0,0,7,34,36,169,
0800000US170311400014000081000,1400000US17031081000,17031081000,"Census Tract 810, Cook County, Illinois",955,80,84,13,17,126,0,89,0,0,15,47,216,106,42,0,120,
0800000US170311400014000081100,1400000US17031081100,17031081100,"Census Tract 811, Cook County, Illinois",443,10,0,0,25,0,0,0,0,0,0,44,54,64,22,84,140,
0800000US170311400014000081201,1400000US17031081201,17031081201,"Census Tract 812.01, Cook County, Illinois",784,21,0,0,29,11,22,16,26,0,19,15,38,24,69,99,395,
0800000US170311400014000081202,1400000US17031081202,17031081202,"Census Tract 812.02, Cook County, Illinois",728,0,10,0,10,27,0,82,47,0,59,31,67,45,40,48,262,
0800000US170311400014000081300,1400000US17031081300,17031081300,"Census Tract 813, Cook County, Illinois",1097,0,0,0,0,15,0,0,26,13,0,61,104,130,49,209,490,
0800000US170311400014000081401,1400000US17031081401,17031081401,"Census Tract 814.01, Cook County, Illinois",375,0,9,17,10,0,0,0,0,15,0,0,11,84,46,11,172,
0800000US170311400014000081402,1400000US17031081402,17031081402,"Census Tract 814.02, Cook County, Illinois",960,16,0,32,0,0,20,0,12,6,91,15,98,38,92,257,283,
0800000US170311400014000081403,1400000US17031081403,17031081403,"Census Tract 814.03, Cook County, Illinois",1317,8,0,0,0,4,131,0,21,17,73,274,53,155,52,66,463,
0800000US170311400014000081500,1400000US17031081500,17031081500,"Census Tract 815, Cook County, Illinois",873,30,21,0,0,0,0,0,0,14,0,64,41,17,88,155,443,
0800000US170311400014000081600,1400000US17031081600,17031081600,"Census Tract 816, Cook County, Illinois",609,39,13,35,0,0,0,0,0,15,0,22,134,48,29,102,172,
0800000US170311400014000081700,1400000US17031081700,17031081700,"Census Tract 817, Cook County, Illinois",384,0,0,17,12,0,0,0,0,0,47,39,44,44,44,15,122,
0800000US170311400014000081800,1400000US17031081800,17031081800,"Census Tract 818, Cook County, Illinois",1517,20,0,0,0,0,0,0,0,34,20,83,104,183,138,287,648,
0800000US170311400014000081900,1400000US17031081900,17031081900,"Census Tract 819, Cook County, Illinois",290,40,26,13,39,0,0,0,0,10,14,0,0,8,21,34,85,
0800000US170311400014000090100,1400000US17031090100,17031090100,"Census Tract 901, Cook County, Illinois",930,0,9,0,10,54,24,38,18,50,99,100,152,139,78,107,52,
0800000US170311400014000090200,1400000US17031090200,17031090200,"Census Tract 902, Cook County, Illinois",1509,0,0,25,12,24,78,67,55,24,47,117,210,264,108,250,228,
0800000US170311400014000090300,1400000US17031090300,17031090300,"Census Tract 903, Cook County, Illinois",346,0,0,0,6,11,7,0,12,23,19,21,88,30,43,58,28,
0800000US170311400014000100100,1400000US17031100100,17031100100,"Census Tract 1001, Cook County, Illinois",1473,14,15,19,18,32,71,46,24,42,92,129,359,117,211,192,92,
0800000US170311400014000100200,1400000US17031100200,17031100200,"Census Tract 1002, Cook County, Illinois",1720,0,20,0,27,36,61,111,81,0,158,80,491,270,93,231,61,
0800000US170311400014000100300,1400000US17031100300,17031100300,"Census Tract 1003, Cook County, Illinois",1435,62,14,15,9,59,45,47,54,29,167,169,138,191,95,140,201,
0800000US170311400014000100400,1400000US17031100400,17031100400,"Census Tract 1004, Cook County, Illinois",838,62,8,17,22,6,23,8,51,6,53,73,151,79,91,137,51,
0800000US170311400014000100500,1400000US17031100500,17031100500,"Census Tract 1005, Cook County, Illinois",1366,0,0,15,42,64,51,66,22,14,92,127,315,225,89,144,100,
0800000US170311400014000100600,1400000US17031100600,17031100600,"Census Tract 1006, Cook County, Illinois",1213,8,10,0,51,58,8,55,116,49,85,88,162,193,211,58,61,
0800000US170311400014000100700,1400000US17031100700,17031100700,"Census Tract 1007, Cook County, Illinois",1287,25,18,31,46,40,51,30,34,54,147,204,152,186,73,117,79,
0800000US170311400014000110100,1400000US17031110100,17031110100,"Census Tract 1101, Cook County, Illinois",1315,44,23,0,62,26,66,38,30,52,94,54,161,212,83,233,137,
0800000US170311400014000110200,1400000US17031110200,17031110200,"Census Tract 1102, Cook County, Illinois",715,27,21,48,15,27,45,9,14,2,62,52,180,124,64,25,0,
0800000US170311400014000110300,1400000US17031110300,17031110300,"Census Tract 1103, Cook County, Illinois",1299,27,10,6,25,0,62,18,50,0,102,197,177,222,188,163,52,
0800000US170311400014000110400,1400000US17031110400,17031110400,"Census Tract 1104, Cook County, Illinois",1126,10,21,37,91,98,67,47,57,48,50,110,144,111,87,110,38,
0800000US170311400014000110501,1400000US17031110501,17031110501,"Census Tract 1105.01, Cook County, Illinois",1098,14,24,23,0,45,27,69,96,29,78,116,199,128,137,64,49,
0800000US170311400014000110502,1400000US17031110502,17031110502,"Census Tract 1105.02, Cook County, Illinois",800,59,31,22,38,41,0,51,29,8,34,151,155,72,55,42,12,
0800000US170311400014000120100,1400000US17031120100,17031120100,"Census Tract 1201, Cook County, Illinois",1087,25,18,44,8,19,6,7,96,9,89,60,94,88,173,159,192,
